"id","chat_id","user_message","corrected_message","ai_response","wrong_message","feedback","images","videos","links","created_at","updated_at"
106,265,"Metals are typically hard, shiny, malleable, ductie, and excellnt conductors of heat and electricitu","That's exactly right! Metals are indeed hard, shiny, malleable, ductile, and excellent conductors of heat and electricity.",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 70, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 12:49:21.57","2025-11-03 12:49:21.57"
115,285,"the first type of coal formed from colification is peat","That's correct! The first type of coal formed from coalification is peat. Peat is an accumulation of decayed plant material.",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 80, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 15:35:32.696","2025-11-03 15:35:32.696"
107,267,"ironn and copper","Iron and copper are both metals with distinct properties. Iron is strong and magnetic, while copper is known for its excellent conductivity.",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 12:49:48.845","2025-11-03 12:49:48.845"
110,275,"carbon,not conductiing eletricity.","Carbon is a non-metal and does not conduct electricity well. Unlike metals, carbon's structure does not allow for free movement of electrons, which is necessary for conductivity.",NULL,NULL,"{""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 12:53:12.27","2025-11-03 12:53:12.27"
108,269,"Metals have a shiny apearance due to their ability to refect light. Think of polishd silver or chrome.","Metals have a shiny appearance due to their ability to reflect light. Think of polished silver or chrome. That's exactly right! Great understanding!",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 12:50:37.563","2025-11-03 12:50:37.563"
117,290,"Lignite is a soft, brownish coal with high moisture, low carbon content, and low heating value, mainly used for power generation.","That's exactly right! Lignite is indeed a soft, brownish coal with high moisture and low carbon content, primarily used for power generation.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 15:37:12.171","2025-11-03 15:37:12.171"
111,277,"it iss golld and copper","That's almost correct! The metals in the reactivity series include gold and copper, but they are less reactive compared to others like sodium and potassium.",NULL,NULL,"{""error_type"": ""Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 13:01:05.961","2025-11-03 13:01:05.961"
112,279,"the more reactie than iron is zinc and magenisum",NULL,"The metals that are more reactive than iron include zinc and magnesium. However, be careful with spelling!",NULL,"null","{}","{}","{}","2025-11-03 13:02:16.998","2025-11-03 13:02:16.998"
113,281,"ok got it",NULL,"What is the most reactive metal in the reactivity series?",NULL,"null","{}","{}","{}","2025-11-03 13:04:14.866","2025-11-03 13:04:14.866"
114,283,"potassiumis",NULL,"What is the position of potassium in the reactivity series?",NULL,"null","{}","{}","{}","2025-11-03 13:05:04.911","2025-11-03 13:05:04.911"
116,288,"When peat gets buried and compressed over time, it turns into lignite. It has more carbon and less moisture than peat","That's exactly right! When peat is buried and compressed, it transforms into lignite, which contains more carbon and less moisture than peat.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 15:36:11.039","2025-11-03 15:36:11.039"
211,549,"i dont know","That's okay! Thunderstorms can cause flooding, strong winds, and lightning strikes. They can also lead to property damage and affect ecosystems.",NULL,NULL,"{""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 10:31:50.615","2025-11-06 10:31:50.615"
120,299,"Lignite is a soft, brownish coal with high moisture, low carbon content, and low heating value, mainly used for power generation.","That's exactly right! Lignite is a soft, brownish coal with high moisture, low carbon content, and low heating value, mainly used for power generation.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 15:39:55.332","2025-11-03 15:39:55.332"
133,332,"when oxygen is less it cause incomplete combustion and soot is formed","When oxygen is limited, it causes incomplete combustion, resulting in the formation of soot and carbon monoxide instead of carbon dioxide.",NULL,NULL,"{""error_type"": ""Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:02:32.556","2025-11-04 07:02:32.556"
121,301,"i dont know","Anthracite coal has the highest carbon content and energy content among coal types. It burns cleanly and is used for heating and electricity generation.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 15:40:26.606","2025-11-03 15:40:26.606"
126,313,"oxyengen is involed as keyy elemeents","Oxygen is indeed a key element in combustion, reacting with fuel to produce energy.",NULL,NULL,"{""error_type"": ""Spelling and Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-04 06:56:30.793","2025-11-04 06:56:30.793"
122,304,"Peat coal is mainly used as a **fuel for heating and electricity generation**, and sometimes as a **soil conditioner in agriculture and gardening**.","Peat coal is mainly used as a fuel for heating, electricity generation, and as a soil conditioner in agriculture and gardening. It has various applications due to its properties.",NULL,NULL,"{""error_type"": ""Conceptual"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 15:41:04.873","2025-11-03 15:41:04.873"
130,325,"i dont know","Combustion can be classified into two main types: complete and incomplete combustion. Complete combustion occurs with sufficient oxygen, producing carbon dioxide, while incomplete combustion occurs with limited oxygen, producing carbon monoxide and soot.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:00:46.327","2025-11-04 07:00:46.327"
123,307,"Lignite coal is mainly used for **electricity generation in thermal power plants** and sometimes for producing **synthetic natural gas and fertilizers**.","That's exactly right! Lignite coal is primarily used for electricity generation in thermal power plants and can also be used to produce synthetic natural gas and fertilizers.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-03 15:41:57.362","2025-11-03 15:41:57.362"
124,309,"Got it",NULL,"What are two metals that are more reactive than iron?",NULL,"null","{}","{}","{}","2025-11-04 06:54:05.511","2025-11-04 06:54:05.511"
127,319,"main product in ideal conditions is carbon dioxide (CO₂) — but if oxygen is low, carbon monoxide (CO) and soot can form instead","That's exactly right! In ideal conditions, combustion produces carbon dioxide (CO₂). If oxygen is limited, carbon monoxide (CO) and soot can form instead.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 06:58:10.643","2025-11-04 06:58:10.643"
125,311,"A chemical reaction where a substance (usually fuel) reacts with oxygen to release heat and light — often producing flames","That's exactly right! Combustion is a chemical reaction where a fuel reacts with oxygen, producing heat and light, often seen as flames.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 06:55:16.986","2025-11-04 06:55:16.986"
128,321,"incomplete combustion and complete combustion",NULL,"What is the difference between incomplete combustion and complete combustion?",NULL,"null","{}","{}","{}","2025-11-04 06:58:51.211","2025-11-04 06:58:51.211"
131,328,"Common fuels used in combustion include wood, coal, petrol, diesel, natural gas, LPG, and biofuels. These can be solid, liquid, or gaseous, depending on the application and availability.",NULL,"What are the products of incomplete combustion?",NULL,"null","{}","{}","{}","2025-11-04 07:01:51.935","2025-11-04 07:01:51.935"
129,323,"the diffrence is when oxyen is less it is considerd as incomplete and when oxyegn is at same level as nedded it is complete comustion","The difference is that when oxygen is limited, it is considered incomplete combustion. When oxygen is at the required level, it is complete combustion.",NULL,NULL,"{""error_type"": ""Spelling, Grammar, Conceptual"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:00:13.294","2025-11-04 07:00:13.294"
132,330,"soot",NULL,"What is soot and how is it formed during combustion?",NULL,"null","{}","{}","{}","2025-11-04 07:02:01.932","2025-11-04 07:02:01.932"
134,335,"Combustion is essential in everyday life because it powers transportation, heats homes, cooks food, and drives industrial processes — all by converting fuel into usable energy",NULL,"What are some common fuels used in combustion?",NULL,"null","{}","{}","{}","2025-11-04 07:03:40.22","2025-11-04 07:03:40.22"
137,342,"i dont know","There are three main types of flames: luminous, non-luminous, and diffusion flames. Luminous flames produce light, while non-luminous flames do not, and diffusion flames occur when fuel and oxidizer mix in the air.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:37:00.225","2025-11-04 07:37:00.225"
135,337,"coal, natural gas .",NULL,"What are some common fuels used in combustion?",NULL,"null","{}","{}","{}","2025-11-04 07:04:01.873","2025-11-04 07:04:01.873"
138,345,"A “luminous flame” is a bright, visible flame that glows yellow or orange due to incomplete combustion","That's exactly right! A luminous flame is a bright, visible flame that glows yellow or orange due to incomplete combustion of fuel.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:38:07.379","2025-11-04 07:38:07.379"
136,339,"blue flame and yellow flame are 2 types of flames.","That's correct! Blue flame and yellow flame are indeed two types of flames.",NULL,NULL,"{""error_type"": ""Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 70, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:36:36.027","2025-11-04 07:36:36.027"
139,348,"A luminous flame is a bright yellow flame caused by incomplete combustion and glowing soot particles.","That's exactly right! A luminous flame is a bright yellow flame caused by incomplete combustion, producing glowing soot particles.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:39:07.502","2025-11-04 07:39:07.502"
145,365,"i dont know","Sexual reproduction involves the combination of genetic material from two parents, while asexual reproduction involves a single parent. This leads to genetic diversity in sexual reproduction and identical offspring in asexual reproduction.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 08:56:41.282","2025-11-04 08:56:41.282"
140,351,"A non-luminous flame is a blue, nearly invisible flame that burns cleanly with complete combustion.","That's exactly right! A non-luminous flame is blue and burns cleanly with complete combustion, producing less soot.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:39:44.303","2025-11-04 07:39:44.303"
146,368,"sexual and asexual",NULL,"What are the main differences between sexual and asexual reproduction?",NULL,"null","{}","{}","{}","2025-11-04 08:57:14.898","2025-11-04 08:57:14.898"
141,354,"i dont know","A non-luminous flame is a flame that does not produce light and is typically blue in color. It occurs during complete combustion, where fuel burns efficiently with enough oxygen.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 07:40:03.142","2025-11-04 07:40:03.142"
142,357,"coal,natural gas",NULL,"What are some factors that affect the formation of a non-luminous flame?",NULL,"null","{}","{}","{}","2025-11-04 07:40:30.318","2025-11-04 07:40:30.318"
154,392,"Giant stars are evolved stars with much larger size and brightness than main sequence stars, which are still fusing hydrogen in their cores.","That's exactly right! Giant stars are indeed larger and brighter than main sequence stars, which are still undergoing hydrogen fusion in their cores.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:10:10.786","2025-11-04 09:10:10.786"
149,379,"Stars are giant, glowing balls of hot gas that sine by burning hydrogen into helum through nuclear fusin.","Stars are giant, glowing balls of hot gas that shine by burning hydrogen into helium through nuclear fusion. This process releases a tremendous amount of energy, which is why stars are so bright.",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:02:08.583","2025-11-04 09:02:08.583"
143,359,"Reproduction in animals is the biolgical process by wich new inividual orrganisms are produced to continue the spcies.","That's exactly right! Reproduction in animals is the biological process by which new individual organisms are produced to continue the species.",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 70, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 08:54:48.584","2025-11-04 08:54:48.584"
147,370,"idont know.","Sexual reproduction involves the combination of genetic material from two parents, while asexual reproduction involves a single parent. This leads to genetic diversity in sexual reproduction and identical offspring in asexual reproduction.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-04 08:57:34.884","2025-11-04 08:57:34.884"
144,362,"Animals reproduce in two main ways: sexually with gametes and asexually without gametes.","Animals reproduce in two main ways: sexually, involving gametes, and asexually, without gametes. Sexual reproduction combines genetic material from two parents, while asexual reproduction creates offspring from a single parent.",NULL,NULL,"{""error_type"": ""Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 70, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 08:56:12.115","2025-11-04 08:56:12.115"
151,383,"The main stages in a star’s life cycle are: nebula, protstar, main seqence, red giant or supergiat","The main stages in a star’s life cycle are: nebula, protostar, main sequence, red giant, and supergiant. Great job identifying the stages!",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:03:37.239","2025-11-04 09:03:37.239"
148,376,"A star is a massive, luminous ball of hot gas—mostly hydrogen and helium—held together by gravity and powered by nuclear fusion","That's exactly right! A star is indeed a massive, luminous ball of hot gas, primarily hydrogen and helium, held together by gravity and powered by nuclear fusion.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:01:10.533","2025-11-04 09:01:10.533"
152,385,"The main stages in a star’s life cycle are: nebula, protostar, main sequence, red giant or supergiant,",NULL,"The last stage of a star's life cycle is called what?",NULL,"null","{}","{}","{}","2025-11-04 09:03:53.877","2025-11-04 09:03:53.877"
150,381,"i dont know","Stars form from clouds of gas and dust in space, called nebulae. These clouds collapse under their own gravity, leading to the formation of a star.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:02:31.236","2025-11-04 09:02:31.236"
153,387,"i dont know","There are different types of stars, including main sequence, giants, and dwarfs. Main sequence stars are the most common and include our Sun.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-04 09:09:12.819","2025-11-04 09:09:12.819"
155,394,"The main characteristic of main sequence stars is that they generate energy by fusing hydrogen into helium in their ciores, maintaning a stble balance betwen gravity and pressure","That's exactly right! Main sequence stars generate energy by fusing hydrogen into helium in their cores, maintaining a stable balance between gravity and pressure.",NULL,NULL,"{""error_type"": ""Spelling and Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:11:12.887","2025-11-04 09:11:12.887"
166,422,"Light is considered both a wave and a particle in nature—a concept known as wave-particle duality.",NULL,"What are some key properties of light as an electromagnetic wave?",NULL,"null","{}","{}","{}","2025-11-04 09:34:00.102","2025-11-04 09:34:00.102"
156,396,"The main characteristic of main sequence stars is that they generate energy by fusing hydrogen into helium in their cores, maintaining a stable balance between gravity and pressure.","That's exactly right! Main sequence stars generate energy by fusing hydrogen into helium in their cores, maintaining a stable balance between gravity and pressure.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:11:34.468","2025-11-04 09:11:34.468"
161,411,"i dont know","Giant stars are larger and brighter than main sequence stars, while dwarf stars are smaller and dimmer. Giants can be hundreds of times larger than the Sun, while dwarfs are often similar in size to Earth.",NULL,NULL,"{""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:15:41.779","2025-11-04 09:15:41.779"
157,398,"The Hertzsprung–Russeil (H–R) diagram is used to classfy stars based on their luminoosity, temperature, and evoluionary stage, helping astronmers understand stellar life cycle","The Hertzsprung–Russell (H–R) diagram is used to classify stars based on their luminosity, temperature, and evolutionary stage. It helps astronomers understand the stellar life cycle.",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:12:51.627","2025-11-04 09:12:51.627"
171,436,"earth ,venus,mars,jupiter,saturn,uranus,neptune,mercury ,","That's exactly right! You've named all the planets in the solar system: Earth, Venus, Mars, Jupiter, Saturn, Uranus, Neptune, and Mercury.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-06 08:25:02.724","2025-11-06 08:25:02.724"
158,400,"The higher a star’s surface temperature, the greater its luminosity—hotter stars shine more brightly.","That's exactly right! Hotter stars indeed shine more brightly and have greater luminosity.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:13:43.417","2025-11-04 09:13:43.417"
162,414,"A constellation is a group of stars that forms a recognizable pattern in the night sky, often named after mythological figures, animals, or objects","That's exactly right! A constellation is indeed a group of stars forming a recognizable pattern, often named after mythological figures, animals, or objects.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:26:51.895","2025-11-04 09:26:51.895"
159,402,"i dont know","Giant stars are larger and brighter than main sequence stars, while dwarf stars are smaller and dimmer. Giants can be hundreds of times larger than the Sun, while dwarfs are often similar in size to Earth.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:14:38.271","2025-11-04 09:14:38.271"
169,433,"i dont know","That's exactly right! Light exhibits both wave-like and particle-like properties, known as wave-particle duality.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0}","{}","{}","{}","2025-11-04 09:36:43.698","2025-11-04 09:36:43.698"
167,424,"i dont know","That's exactly right! Light exhibits both wave-like and particle-like properties, which is known as wave-particle duality.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-04 09:34:21.114","2025-11-04 09:34:21.114"
160,404,"i dont know","Giant stars are significantly larger and brighter than dwarf stars. Dwarf stars are smaller and dimmer compared to giants.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-04 09:15:03.32","2025-11-04 09:15:03.32"
163,416,"orion,ursa major etc which are visible in night sky","That's exactly right! Orion, Ursa Major, and others are popular constellations visible in the night sky.",NULL,NULL,"{""error_type"": ""Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:27:44.139","2025-11-04 09:27:44.139"
164,418,"orion,ursa major",NULL,"What are the main characteristics of the constellation Orion?",NULL,"null","{}","{}","{}","2025-11-04 09:28:20.398","2025-11-04 09:28:20.398"
165,420,"i dont know","Orion is a prominent constellation named after a hunter in Greek mythology. Ursa Major, also known as the Great Bear, contains the famous Big Dipper asterism.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:29:01.929","2025-11-04 09:29:01.929"
170,434,"earth,mars,jupiter,saturn,uranus,neptune,mercury, venus",NULL,"What are the main characteristics of the Sun?",NULL,"null","{}","{}","{}","2025-11-06 08:15:20.533","2025-11-06 08:15:20.533"
168,430,"Light, as an eletromagnetic wave, has key properties like speed, wavelength, frequency, polariztion, and the ability to travel through a vcuum.","That's exactly right! Light has key properties such as speed, wavelength, frequency, polarization, and it can travel through a vacuum.",NULL,NULL,"{""error_type"": ""Spelling"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-04 09:35:51.504","2025-11-04 09:35:51.504"
174,447,"it has less orbit time as it is near to sun.","That's exactly right! Mercury has a shorter orbit time because it is closer to the Sun, taking only about 88 Earth days to complete one orbit.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-06 08:26:17.348","2025-11-06 08:26:17.348"
172,442,"jupiter",NULL,"What is the largest planet in the solar system?",NULL,"null","{}","{}","{}","2025-11-06 08:25:35.487","2025-11-06 08:25:35.487"
173,444,"jupiter","That's exactly right! Jupiter is the largest planet in our solar system.",NULL,NULL,"{""is_correct"": true, ""bubble_color"": ""green"", ""score_percent"": 100, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:25:46.426","2025-11-06 08:25:46.426"
175,452,"it is consider as volcanic heavy planet,as it is closer to sun","It is considered a volcanic heavy planet because it is closer to the Sun. This proximity leads to higher temperatures and volcanic activity.",NULL,NULL,"{""error_type"": ""Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:27:05.79","2025-11-06 08:27:05.79"
183,476,"the first human made object is rocket to reach space",NULL,"The first human-made object to reach space was the V-2 rocket, launched by Germany in 1944. Can you name another significant milestone in space exploration history?",NULL,"null","{}","{}","{}","2025-11-06 08:56:57.145","2025-11-06 08:56:57.145"
176,454,"i dont know","Saturn has the most prominent rings in the solar system, made of ice and rock particles. These rings are very wide but very thin, and they are visible even from Earth with a telescope.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:27:25.278","2025-11-06 08:27:25.278"
177,456,"euorpa and titan",NULL,"What are the main characteristics of Europa and Titan?",NULL,"null","{}","{}","{}","2025-11-06 08:27:58.232","2025-11-06 08:27:58.232"
178,458,"both are moons of jupiter and healy rocky",NULL,"What are the names of two of Jupiter's largest moons and their characteristics?",NULL,"null","{}","{}","{}","2025-11-06 08:28:26.745","2025-11-06 08:28:26.745"
192,498,"the light speed is decreased due t medium of water","That's a good start! However, refraction specifically refers to the bending of light as it travels from one medium to another, not just the change in speed. For example, light bends when it enters water from air.",NULL,NULL,"{""error_type"": ""Conceptual"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 09:28:07.901","2025-11-06 09:28:07.901"
187,484,"i dont now","That's okay! The first human-made object to reach space was Vostok 1, which carried Yuri Gagarin into orbit in 1961. This mission marked a significant milestone in space exploration.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:58:47.167","2025-11-06 08:58:47.167"
179,460,"i dont know","Saturn has the most prominent rings in the solar system, made of ice and rock particles. These rings are very wide but very thin, and they are visible even from Earth with a telescope.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:28:37.981","2025-11-06 08:28:37.981"
184,478,"i dont know","The first human-made object to reach space was the V-2 rocket, launched by Germany in 1944. It reached an altitude of 189 km (118 miles), crossing the Kármán line, which is considered the boundary of space.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:57:32.726","2025-11-06 08:57:32.726"
180,462,"i dont know","Planets can be compared based on various criteria such as size, distance from the Sun, atmosphere, and surface conditions. For example, Jupiter is the largest planet, while Mercury is the smallest. Earth has a breathable atmosphere, unlike Venus, which has a thick, toxic atmosphere.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Explain""}","{}","{}","{}","2025-11-06 08:29:08.164","2025-11-06 08:29:08.164"
190,493,"i dont know","The two laws of reflection are: 1. The angle of incidence is equal to the angle of reflection. 2. The incident ray, reflected ray, and the normal all lie in the same plane.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 09:17:56.228","2025-11-06 09:17:56.228"
181,469,"i dont know","Planets can be compared based on various criteria such as size, distance from the Sun, atmosphere, and surface conditions. For example, Jupiter is the largest planet, while Mercury is the smallest. Earth has a breathable atmosphere, unlike Venus, which has a thick, toxic atmosphere.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:29:41.158","2025-11-06 08:29:41.158"
182,472,"Jupiter",NULL,"🎉 Congratulations! You've completed this topic!",NULL,"null","{}","{}","{}","2025-11-06 08:30:00.888","2025-11-06 08:30:00.888"
185,480,"i dont know","The first human-made object to reach space was the V-2 rocket, launched by Germany in 1944. It reached an altitude of 189 km (118 miles), crossing the Kármán line, which is considered the boundary of space.",NULL,NULL,"{""error_type"": ""No Answer Provided"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 08:57:54.084","2025-11-06 08:57:54.084"
189,490,"telescopeis used to view distant planets from earth.","That's almost right! A telescope is used to observe distant celestial objects, including planets, stars, and galaxies, from Earth.",NULL,NULL,"{""error_type"": ""Grammar"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0, ""option_selected"": ""Got it""}","{}","{}","{}","2025-11-06 09:13:10.972","2025-11-06 09:13:10.972"
186,482,"to reach moon","That's almost right! The first human-made object to reach space was Vostok 1, which carried Yuri Gagarin into orbit in 1961.","What was the significance of the Apollo 11 mission?",NULL,"{""error_type"": ""Conceptual Understanding"", ""is_correct"": false, ""bubble_color"": ""red"", ""score_percent"": 0}","{}","{}","{}","2025-11-06 08:58:14.769","2025-11-06 08:58:14.769"
